ts	pid	kind	api	rows	seconds
1789626781	1485	counted	train	100000	2.78
1789626782	1485	counted	train	100000	0.76
1789626784	1485	counted	train	100000	2.19
1789626788	1485	counted	train	100000	3.78
1789626790	1485	counted	train	100000	2.08
1789626837	1528	counted	train	100000	3.64
1789626839	1528	counted	train	100000	2.30
1789626841	1528	counted	train	100000	2.22
1789626845	1528	counted	train	100000	3.39
1789626846	1528	counted	train	100000	0.73
1789626848	1528	counted	train	100000	2.66
1789626853	1528	counted	train	100000	4.32
1789626855	1528	counted	train	100000	2.49
1789626883	1569	counted	train	100000	3.51
1789626886	1569	counted	train	100000	2.35
1789626888	1569	counted	train	100000	2.26
1789626892	1569	counted	train	100000	3.50
1789626893	1569	counted	train	100000	0.80
1789626895	1569	counted	train	100000	2.78
1789626900	1569	counted	train	100000	4.71
1789626903	1569	counted	train	100000	2.70
1789626998	1617	counted	train	100000	3.04
1789627000	1617	counted	train	100000	1.87
1789627002	1617	counted	train	100000	1.73
1789627005	1617	counted	train	100000	2.82
1789627005	1617	counted	train	100000	0.64
1789627007	1617	counted	train	100000	2.08
1789627011	1617	counted	train	100000	3.77
1789627013	1617	counted	train	100000	1.96
1789627019	1617	counted	train	100000	5.21
1789627022	1617	counted	train	100000	3.03
1789627025	1617	counted	train	100000	2.83
1789627030	1617	counted	train	100000	5.54
1789627035	1617	counted	train	100000	4.86
1789627038	1617	counted	train	100000	3.15
1789627042	1617	counted	train	100000	3.08
1789627046	1617	counted	train	100000	4.39
1789627204	1658	counted	train	100000	4.07
1789627207	1658	counted	train	100000	2.51
1789627209	1658	counted	train	100000	2.39
1789627213	1658	counted	train	100000	3.62
1789627214	1658	counted	train	100000	0.74
1789627216	1658	counted	train	100000	2.76
1789627221	1658	counted	train	100000	4.44
1789627224	1658	counted	train	100000	2.60
1789627230	1658	counted	train	100000	5.94
1789627233	1658	counted	train	100000	3.19
1789627236	1658	counted	train	100000	3.01
1789627242	1658	counted	train	100000	5.49
1789627249	1658	counted	train	100000	7.54
1789627253	1658	counted	train	100000	3.82
1789627257	1658	counted	train	100000	3.57
1789627261	1658	counted	train	100000	4.64
1789627358	1698	counted	train	100000	3.70
1789627361	1698	counted	train	100000	2.36
1789627363	1698	counted	train	100000	2.29
1789627367	1698	counted	train	100000	3.52
1789627367	1698	counted	train	100000	0.75
1789627370	1698	counted	train	100000	2.83
1789627375	1698	counted	train	100000	4.71
1789627378	1698	counted	train	100000	2.69
1789627384	1698	counted	train	100000	6.34
1789627388	1698	counted	train	100000	3.21
1789627391	1698	counted	train	100000	2.99
1789627396	1698	counted	train	100000	5.56
1789627404	1698	counted	train	100000	7.88
1789627408	1698	counted	train	100000	3.85
1789627412	1698	counted	train	100000	3.52
1789627416	1698	counted	train	100000	4.41
1789627427	1698	counted	train	100000	10.46
1789627431	1698	counted	train	100000	4.55
1789627436	1698	counted	train	100000	4.21
1789627499	1727	exempt	train	100000	3.62
1789627502	1727	exempt	train	100000	2.55
1789627504	1727	exempt	train	100000	2.36
1789627508	1727	exempt	train	100000	3.65
1789627509	1727	exempt	train	100000	0.73
1789627511	1727	exempt	train	100000	2.68
1789627516	1727	exempt	train	100000	4.69
1789627519	1727	exempt	train	100000	2.68
1789627525	1727	exempt	train	100000	5.73
1789627528	1727	exempt	train	100000	3.05
1789627531	1727	exempt	train	100000	2.84
1789627536	1727	exempt	train	100000	5.63
1789627544	1727	exempt	train	100000	7.73
1789627548	1727	exempt	train	100000	3.81
1789627552	1727	exempt	train	100000	3.55
1789627556	1727	exempt	train	100000	4.51
